Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
medlineplus.gov,medlineplus.gov,https://medlineplus.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
medicalreservecorps.gov,medicalreservecorps.gov,http://www.medicalreservecorps.gov,True,False,,False,False,False,True,False,True,False,max-age=31557600; includeSubDomains,31557600,False,False,False,False,False
mda.gov,mda.gov,http://mda.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
mgi.gov,mgi.gov,https://mgi.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False
mitigationcommission.gov,mitigationcommission.gov,https://www.mitigationcommission.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False
medicalcountermeasures.gov,medicalcountermeasures.gov,http://www.medicalcountermeasures.gov,True,False,,True,False,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
mentalhealth.gov,mentalhealth.gov,https://www.mentalhealth.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
medpac.gov,medpac.gov,http://medpac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
moneyfactory.gov,moneyfactory.gov,http://moneyfactory.gov,True,False,,True,False,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False
mmc.gov,mmc.gov,https://www.mmc.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
moneyfactorystore.gov,moneyfactorystore.gov,http://www.moneyfactorystore.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
mrlc.gov,mrlc.gov,https://www.mrlc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,True,False
msha.gov,msha.gov,https://www.msha.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,True,False
mspb.gov,mspb.gov,http://mspb.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
myira.gov,myira.gov,https://www.myira.gov,True,False,,False,True,False,False,False,True,False,"['max-age=63072000; includeSubdomains;', 'max-age=31536000']",,False,False,False,False,False
mycreditunion.gov,mycreditunion.gov,https://www.mycreditunion.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
mtbs.gov,mtbs.gov,http://mtbs.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
mojavedata.gov,mojavedata.gov,https://mojavedata.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nafri.gov,nafri.gov,https://nafri.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
mymedicare.gov,mymedicare.gov,https://www.mymedicare.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
myra.gov,myra.gov,https://myra.gov,True,False,,True,True,False,True,False,False,False,"['max-age=63072000; includeSubdomains;', 'max-age=31536000']",,False,False,False,False,False
nasa.gov,nasa.gov,https://www.nasa.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nationalbankhelp.gov,nationalbankhelp.gov,https://nationalbankhelp.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
namus.gov,namus.gov,https://namus.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False
nationalgangcenter.gov,nationalgangcenter.gov,https://www.nationalgangcenter.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
nagb.gov,nagb.gov,https://nagb.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
mymoney.gov,mymoney.gov,https://www.mymoney.gov,True,False,,True,True,False,False,False,False,True,max-age=600,600,False,False,False,False,False
nano.gov,nano.gov,http://www.nano.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
nationalmap.gov,nationalmap.gov,https://nationalmap.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,True,True,False,False,False
nationalresourcedirectory.gov,nationalresourcedirectory.gov,http://nationalresourcedirectory.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
nationsreportcard.gov,nationsreportcard.gov,https://nationsreportcard.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
nationalservice.gov,nationalservice.gov,https://www.nationalservice.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
ncd.gov,ncd.gov,http://ncd.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
nbm.gov,nbm.gov,http://nbm.gov,True,True,https://www.broadbandmap.gov/,True,False,False,True,False,False,False,,,False,False,False,False,True
ncjrs.gov,ncjrs.gov,https://www.ncjrs.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nbrc.gov,nbrc.gov,http://www.nbrc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nctc.gov,nctc.gov,https://www.nctc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
ncsc.gov,ncsc.gov,https://www.ncsc.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
nativeonestop.gov,nativeonestop.gov,https://www.nativeonestop.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubdomains;,31536000,False,False,False,True,False
ncua.gov,ncua.gov,https://www.ncua.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
ncpc.gov,ncpc.gov,https://www.ncpc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,True,False,False
neh.gov,neh.gov,https://www.neh.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
nel.gov,nel.gov,http://www.nel.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
ncirc.gov,ncirc.gov,https://www.ncirc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
neglecteddiseases.gov,neglecteddiseases.gov,https://www.neglecteddiseases.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
nehrp.gov,nehrp.gov,http://nehrp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nersc.gov,nersc.gov,http://www.nersc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ngc.gov,ngc.gov,https://ngc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
nemi.gov,nemi.gov,https://www.nemi.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,True,False
nga.gov,nga.gov,http://www.nga.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
niem.gov,niem.gov,https://www.niem.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nhtsa.gov,nhtsa.gov,https://www.nhtsa.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nfpors.gov,nfpors.gov,https://nfpors.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nicic.gov,nicic.gov,http://nicic.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nifc.gov,nifc.gov,https://www.nifc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nigc.gov,nigc.gov,https://www.nigc.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False
nih.gov,nih.gov,https://www.nih.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nicsezcheckfbi.gov,nicsezcheckfbi.gov,https://www.nicsezcheckfbi.gov,True,False,,True,True,False,False,False,False,True,max-age=63072000;,63072000,False,False,False,False,False
nixonlibrary.gov,nixonlibrary.gov,https://nixonlibrary.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
nihseniorhealth.gov,nihseniorhealth.gov,https://nihseniorhealth.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
nitrd.gov,nitrd.gov,https://nitrd.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nmb.gov,nmb.gov,http://www.nmb.gov,True,False,,False,False,True,False,True,False,False,,,False,False,False,True,False
nij.gov,nij.gov,https://www.nij.gov,True,False,,True,True,True,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False
nnlm.gov,nnlm.gov,https://nnlm.gov,True,False,,True,True,False,False,False,False,True,max-age=63072000;,63072000,False,False,False,False,False
noaa.gov,noaa.gov,http://www.noaa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nist.gov,nist.gov,https://www.nist.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nps.gov,nps.gov,https://www.nps.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
nrd.gov,nrd.gov,http://nrd.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
nolaenvironmental.gov,nolaenvironmental.gov,https://www.nolaenvironmental.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nrc.gov,nrc.gov,https://www.nrc.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
nnss.gov,nnss.gov,http://nnss.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
nlrb.gov,nlrb.gov,https://www.nlrb.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
nmsc.gov,nmsc.gov,http://www.nmsc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nrel.gov,nrel.gov,http://www.nrel.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
nrojr.gov,nrojr.gov,http://nrojr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nro.gov,nro.gov,http://nro.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nsf.gov,nsf.gov,https://nsf.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ntis.gov,ntis.gov,https://www.ntis.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ntsb.gov,ntsb.gov,https://www.ntsb.gov,True,False,,False,True,False,True,True,False,False,max-age=31557600; includeSubDomains; preload,31557600,False,False,False,False,False
nsep.gov,nsep.gov,https://nsep.gov,True,False,,True,True,False,True,False,False,True,max-age=10886400,10886400,False,False,False,False,False
nsa.gov,nsa.gov,https://www.nsa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nsopw.gov,nsopw.gov,https://www.nsopw.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
nwbc.gov,nwbc.gov,https://nwbc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
nwtrb.gov,nwtrb.gov,http://www.nwtrb.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
occ.gov,occ.gov,https://occ.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
oea.gov,oea.gov,http://oea.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
nutrition.gov,nutrition.gov,https://www.nutrition.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False
ofcm.gov,ofcm.gov,http://www.ofcm.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
nwcg.gov,nwcg.gov,https://www.nwcg.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
ofda.gov,ofda.gov,https://ofda.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
occhelps.gov,occhelps.gov,https://occhelps.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
obamalibrary.gov,obamalibrary.gov,https://www.obamalibrary.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,False
oge.gov,oge.gov,https://oge.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ojjdp.gov,ojjdp.gov,https://www.ojjdp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False
odni.gov,odni.gov,https://www.odni.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
opensource.gov,opensource.gov,https://www.opensource.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
onrr.gov,onrr.gov,https://onrr.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
ojp.gov,ojp.gov,https://ojp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False
opm.gov,opm.gov,https://www.opm.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
opic.gov,opic.gov,https://www.opic.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
orau.gov,orau.gov,http://www.orau.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
organdonor.gov,organdonor.gov,https://www.organdonor.gov,True,False,,True,True,False,True,False,False,True,max-age=157680000,157680000,False,False,False,False,False
osac.gov,osac.gov,https://www.osac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
ornl.gov,ornl.gov,https://ornl.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
osha.gov,osha.gov,https://www.osha.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
oshrc.gov,oshrc.gov,http://oshrc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
osmre.gov,osmre.gov,http://www.osmre.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,False
osc.gov,osc.gov,https://osc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
osti.gov,osti.gov,https://www.osti.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
ovc.gov,ovc.gov,https://www.ovc.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,False,False,False,False,False
ovcttac.gov,ovcttac.gov,https://www.ovcttac.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ots.gov,ots.gov,http://ots.gov,True,False,,True,False,False,False,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
paymentaccuracy.gov,paymentaccuracy.gov,https://paymentaccuracy.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
pbgc.gov,pbgc.gov,https://pbgc.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains;,63072000,True,False,False,False,False
ourdocuments.gov,ourdocuments.gov,https://ourdocuments.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
patriotbonds.gov,patriotbonds.gov,https://patriotbonds.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
pclob.gov,pclob.gov,https://pclob.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
pepfar.gov,pepfar.gov,https://www.pepfar.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
pcah.gov,pcah.gov,http://pcah.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
papahanaumokuakea.gov,papahanaumokuakea.gov,http://www.papahanaumokuakea.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
performance.gov,performance.gov,https://www.performance.gov,True,False,,True,True,False,True,False,False,False,"['max-age=31536000; includeSubDomains; preload', 'max-age=31536000; includeSubDomains']",,False,False,False,False,False
peacecorps.gov,peacecorps.gov,https://www.peacecorps.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
plainlanguage.gov,plainlanguage.gov,http://www.plainlanguage.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,True,False
pmf.gov,pmf.gov,https://pmf.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
pic.gov,pic.gov,http://pic.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
poolsafely.gov,poolsafely.gov,https://www.poolsafely.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
phe.gov,phe.gov,https://www.phe.gov,True,False,,True,True,False,True,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False,False,False
prc.gov,prc.gov,https://www.prc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
pnl.gov,pnl.gov,http://pnl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ppirs.gov,ppirs.gov,https://www.ppirs.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,True,False
pnnl.gov,pnnl.gov,http://pnnl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
pmi.gov,pmi.gov,https://www.pmi.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
pppl.gov,pppl.gov,http://www.pppl.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
presidentialserviceawards.gov,presidentialserviceawards.gov,https://www.presidentialserviceawards.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
presidentialinnovationfellows.gov,presidentialinnovationfellows.gov,https://presidentialinnovationfellows.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
psa.gov,psa.gov,http://psa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
preserveamerica.gov,preserveamerica.gov,http://preserveamerica.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
privacyshield.gov,privacyshield.gov,https://www.privacyshield.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
pretrialservices.gov,pretrialservices.gov,http://pretrialservices.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
presidio.gov,presidio.gov,http://www.presidio.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
qatesttwai.gov,qatesttwai.gov,https://www.qatesttwai.gov,True,False,,False,True,False,True,True,False,False,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False
psc.gov,psc.gov,http://psc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
reaganlibrary.gov,reaganlibrary.gov,https://reaganlibrary.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
psob.gov,psob.gov,https://www.psob.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False
rcfl.gov,rcfl.gov,https://www.rcfl.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
ready.gov,ready.gov,https://www.ready.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
recreation.gov,recreation.gov,https://www.recreation.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
reginfo.gov,reginfo.gov,https://reginfo.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
recalls.gov,recalls.gov,https://www.recalls.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False,False,False
recoverymonth.gov,recoverymonth.gov,https://recoverymonth.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
reo.gov,reo.gov,https://reo.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
relocatefeds.gov,relocatefeds.gov,https://relocatefeds.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
research.gov,research.gov,https://www.research.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
regulations.gov,regulations.gov,https://www.regulations.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;  includeSubDomains; preload,31536000,True,True,False,False,False
realpropertyprofile.gov,realpropertyprofile.gov,https://www.realpropertyprofile.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
robodeidentidad.gov,robodeidentidad.gov,https://robodeidentidad.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
rivers.gov,rivers.gov,https://rivers.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000 ; includeSubDomains; preload,31536000,False,False,False,False,False
safeocs.gov,safeocs.gov,https://www.safeocs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
rocis.gov,rocis.gov,http://rocis.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
safercar.gov,safercar.gov,https://www.safercar.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
sac.gov,sac.gov,https://sac.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
safecom.gov,safecom.gov,https://www.safecom.gov,True,False,,True,True,False,True,False,False,True,max-age=157680000,157680000,False,False,False,True,False
rrb.gov,rrb.gov,https://www.rrb.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
saferproducts.gov,saferproducts.gov,https://www.saferproducts.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
salmonrecovery.gov,salmonrecovery.gov,https://www.salmonrecovery.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
restorethegulf.gov,restorethegulf.gov,https://restorethegulf.gov,True,False,,True,True,False,True,False,False,False,"['max-age=0', 'max-age=31536000']",,False,False,False,False,False
sam.gov,sam.gov,https://www.sam.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
safertruck.gov,safertruck.gov,https://www.safertruck.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
savingsbondwizard.gov,savingsbondwizard.gov,https://savingsbondwizard.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
savingsbonds.gov,savingsbonds.gov,https://savingsbonds.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
sandia.gov,sandia.gov,http://www.sandia.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
savingsbond.gov,savingsbond.gov,https://savingsbond.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
sbst.gov,sbst.gov,https://sbst.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
sba.gov,sba.gov,https://www.sba.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
samhsa.gov,samhsa.gov,https://www.samhsa.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,True,False
sbir.gov,sbir.gov,https://www.sbir.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
science.gov,science.gov,https://www.science.gov,True,False,,True,True,False,True,False,False,False,,,True,False,False,False,False
sdr.gov,sdr.gov,http://www.sdr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
sftool.gov,sftool.gov,http://sftool.gov,True,False,,True,False,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
sierrawild.gov,sierrawild.gov,http://sierrawild.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
science360.gov,science360.gov,https://www.science360.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
secretservice.gov,secretservice.gov,https://www.secretservice.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
sec.gov,sec.gov,https://www.sec.gov,True,False,,True,True,False,False,False,False,True,max-age=31556952,31556952,False,False,False,False,False
serve.gov,serve.gov,https://www.serve.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
sigtarp.gov,sigtarp.gov,https://www.sigtarp.gov,True,False,,True,True,False,False,False,False,True,max-age=600,600,False,False,False,False,False
selectagents.gov,selectagents.gov,https://www.selectagents.gov,True,False,,True,True,False,True,False,False,True,max-age=3153600,3153600,False,False,False,True,False
solardecathlon.gov,solardecathlon.gov,https://www.solardecathlon.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
smart.gov,smart.gov,https://smart.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False
sji.gov,sji.gov,http://www.sji.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
slgs.gov,slgs.gov,https://slgs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
siteidiq.gov,siteidiq.gov,https://www.siteidiq.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
smokefree.gov,smokefree.gov,https://smokefree.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
snap.gov,snap.gov,https://snap.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
section508.gov,section508.gov,https://section508.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
srs.gov,srs.gov,http://www.srs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
smartgrid.gov,smartgrid.gov,https://www.smartgrid.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
stopalcoholabuse.gov,stopalcoholabuse.gov,https://stopalcoholabuse.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
ssa.gov,ssa.gov,https://www.ssa.gov,True,False,,True,True,False,True,False,False,True,max-age=63113904,63113904,False,False,True,False,False
stateoig.gov,stateoig.gov,http://www.stateoig.gov,True,False,,True,False,False,True,False,False,False,,,False,False,False,True,False
stb.gov,stb.gov,https://www.stb.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
state.gov,state.gov,https://www.state.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
sss.gov,sss.gov,https://www.sss.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,False
